"","rowid","plant_id_eia","energy_source_code","fuel_type_code_pudl","fuel_group_code","supplier_name","fuel_received_units","fuel_mmbtu_per_unit","sulfur_content_pct","ash_content_pct","fuel_cost_per_mmbtu"
"700",853,1393,"NG","gas","natural_gas","tennessee gas pipeline",2016,1.022,0,0,8.399
"701",854,1393,"NG","gas","natural_gas","texas eastern transmission company",375520,1.029,0,0,8.162
"702",855,1393,"NG","gas","natural_gas","targa",141399,1.014,0,0,7.735
"703",856,1393,"PC","coal","petroleum_coke","conocophillips",51560,29.4,6.61,0.54,1.602
"704",857,1393,"SUB","coal","coal","rio tinto",73142,17.58,0.35,5.3,2.615
"705",858,1393,"SUB","coal","coal","peabody coal",115833,17.46,0.41,5.3,2.56
"706",859,1393,"SUB","coal","coal","peabody coal",29248,17.52,0.47,5.1,1.892
"707",860,1393,"SUB","coal","coal","merrill lynch",28990,17.57,0.31,5.2,2.617
"708",861,1393,"SUB","coal","coal","peabody coal trade",25256,17.65,0.33,5.2,2.733
"709",862,1394,"NG","gas","natural_gas","bridgeline",3680,1.028,0,0,8.997
"710",864,1400,"NG","gas","natural_gas","columbia gulf",23490,1.022,0,0,7.383
"711",865,1400,"NG","gas","natural_gas","bp energy",14677,1.022,0,0,8.095
"712",866,1400,"NG","gas","natural_gas","sequent energy",34247,1.022,0,0,7.812
"713",867,1400,"NG","gas","natural_gas","oneok energy services",26419,1.022,0,0,8.172
"714",868,1400,"NG","gas","natural_gas","noble gas marketing",322896,1.022,0,0,7.472
"715",869,1400,"NG","gas","natural_gas","enjet",68493,1.022,0,0,7.773
"716",870,1400,"NG","gas","natural_gas","crosstex",1272,1.022,0,0,8.405
"717",871,1400,"NG","gas","natural_gas","coral energy",6556,1.022,0,0,8.444
"718",872,1400,"NG","gas","natural_gas","citigroup",210372,1.022,0,0,8.337
"719",873,1400,"NG","gas","natural_gas","chevron texaco",322896,1.022,0,0,7.476
"720",874,1402,"NG","gas","natural_gas","bridgeline",394505,1.017,0,0,8.728
"721",875,1402,"NG","gas","natural_gas","evangeline gas pipeline",1001521,1.033,0,0,8.22
"722",876,1402,"NG","gas","natural_gas","gulf south",5054,1.03,0,0,8.769
"723",877,1402,"NG","gas","natural_gas","columbia gulf transmission",580802,1.033,0,0,8.268
"724",878,1403,"NG","gas","natural_gas","evangeline gas pipeline",1152999,1.033,0,0,8.22
"725",879,1403,"NG","gas","natural_gas","columbia gulf transmission",668641,1.033,0,0,8.268
"726",880,1403,"NG","gas","natural_gas","bridgeline",712908,1.017,0,0,8.728
"727",881,1404,"NG","gas","natural_gas","gulf south pipeline, lp",67661,1.026,0,0,9.349
"728",882,1409,"NG","gas","natural_gas","gulfsouth pipeline",1673297,1.028,0,0,8.137
"729",883,1409,"NG","gas","natural_gas","southern industrial gas pipeline",562955,1.019,0,0,8.655
"730",884,1416,"NG","gas","natural_gas","centerpoint energy",1,1.094,0,0,8.32
"731",885,1416,"NG","gas","natural_gas","regency gas",87544,1.094,0,0,8.403
"732",886,1449,"DFO","oil","petroleum","energy petroleum",3,5.7,0.39,0,19.757
"733",887,1450,"NG","gas","natural_gas","crosstex",489,1.028,0,0,7.623
"734",978,1660,"DFO","oil","petroleum","citgo",31,5.85,0.16,0,17.936
"735",979,1660,"NG","gas","natural_gas","keyspan energy",12676,1.036,0,0,12.263
"736",980,1678,"DFO","oil","petroleum","dennis k burke",1190,5.825,0,0,19.15
"737",981,1678,"NG","gas","natural_gas","keyspan energy",443,1.044,0,0,9.75
"738",982,1682,"NG","gas","natural_gas","sempra",45433,1.031,0,0,11.524
"739",983,1695,"NG","gas","natural_gas","b p canada",26465,1.015,0,0,8.936
"740",984,1702,"NG","gas","natural_gas","b p canada",45668,1.042,0,0,16.736
"741",985,1702,"WO","oil","petroleum","name pending",7546,5.86,0.32,0,6.88
"742",986,1706,"NG","gas","natural_gas","dte energy",1725,1,0,0,29.514
"743",987,1710,"BIT","coal","coal","perry county",10806,25.952,0.9,6.9,2.962
"744",988,1710,"BIT","coal","coal","peabody coal",10930,25.146,0.58,10.8,3.249
"745",989,1710,"BIT","coal","coal","peabody coal",10936,24.72,0.56,12.2,2.89
"746",990,1710,"BIT","coal","coal","peabody coal",12116,24.536,0.89,10.5,2.8
"747",991,1710,"BIT","coal","coal","arch",31781,25.282,0.73,9.5,2.622
"748",992,1710,"SUB","coal","coal","peabody coal",15733,17.57,0.17,4.5,1.948
"749",993,1710,"SUB","coal","coal","arch",30719,17.72,0.29,5.4,2.126
"750",994,1710,"SUB","coal","coal","peabody coal",47151,17.458,0.18,4.4,2.119
"751",995,1710,"SUB","coal","coal","arch",108131,17.734,0.3,5.4,1.627
"752",996,1710,"SUB","coal","coal","peabody coal",94466,17.4,0.18,4.8,2.189
"753",997,1710,"SUB","coal","coal","peabody coal",15755,17.568,0.19,4.4,1.887
"754",998,1710,"SUB","coal","coal","arch",110,17.734,0.24,4.8,1.5
"755",999,1710,"SUB","coal","coal","arch",30200,17.868,0.27,5,2.03
"756",1000,1710,"SUB","coal","coal","peabody coal",242,17.45,0.18,4.7,2.275
